date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:07:54	9207/9207	------	200	untouched ('OK')	text/css	etag:%225c1b3e63-23f7%22	http://getnajmul.com/theme/cryptonio/css/assets/preloader.css	getnajmul.com/theme/cryptonio/css/assets/preloader.css	(from http://getnajmul.com/theme/cryptonio/index-02.html)
22:07:54	162758/162758	------	200	untouched ('OK')	text/css	etag:%225c1b3e50-27bc6%22	http://getnajmul.com/theme/cryptonio/css/style.css	getnajmul.com/theme/cryptonio/css/style.css	(from http://getnajmul.com/theme/cryptonio/index-02.html)
22:07:54	9696/9696	------	200	untouched ('OK')	text/css	etag:%225c1b3e4f-25e0%22	http://getnajmul.com/theme/cryptonio/css/cryptonio.css	getnajmul.com/theme/cryptonio/css/cryptonio.css	(from http://getnajmul.com/theme/cryptonio/index-02.html)
22:07:54	55903/55903	------	200	untouched ('OK')	text/css	etag:%225c1b3e4f-da5f%22	http://getnajmul.com/theme/cryptonio/css/responsive.css	getnajmul.com/theme/cryptonio/css/responsive.css	(from http://getnajmul.com/theme/cryptonio/index-02.html)
22:07:54	1007/1007	------	200	untouched ('')	image/png	etag:%225c1b3ec0-3ef%22	http://getnajmul.com/theme/cryptonio/images/logo.png	getnajmul.com/theme/cryptonio/images/logo.png	(from http://getnajmul.com/theme/cryptonio/index-02.html)
22:07:54	210558/210558	------	200	untouched ('')	image/png	etag:%225c1b3eb9-3367e%22	http://getnajmul.com/theme/cryptonio/images/header-01.png	getnajmul.com/theme/cryptonio/images/header-01.png	(from http://getnajmul.com/theme/cryptonio/index-02.html)
22:07:54	4814/4814	------	200	untouched ('')	image/png	etag:%225c1b3ee5-12ce%22	http://getnajmul.com/theme/cryptonio/images/bounce/header1_b.png	getnajmul.com/theme/cryptonio/images/bounce/header1_b.png	(from http://getnajmul.com/theme/cryptonio/index-02.html)
22:07:54	52460/52460	------	200	untouched ('')	image/png	etag:%225c1b3eaf-ccec%22	http://getnajmul.com/theme/cryptonio/images/about-01.png	getnajmul.com/theme/cryptonio/images/about-01.png	(from http://getnajmul.com/theme/cryptonio/index-02.html)
22:07:54	9443/9443	------	200	untouched ('')	image/png	etag:%225c1b3ee8-24e3%22	http://getnajmul.com/theme/cryptonio/images/icons/benefits1-01.png	getnajmul.com/theme/cryptonio/images/icons/benefits1-01.png	(from http://getnajmul.com/theme/cryptonio/index-02.html)
22:07:55	9014/9014	------	200	untouched ('')	image/png	etag:%225c1b3eea-2336%22	http://getnajmul.com/theme/cryptonio/images/icons/benefits1-02.png	getnajmul.com/theme/cryptonio/images/icons/benefits1-02.png	(from http://getnajmul.com/theme/cryptonio/index-02.html)
22:07:55	9381/9381	------	200	untouched ('')	image/png	etag:%225c1b3eea-24a5%22	http://getnajmul.com/theme/cryptonio/images/icons/benefits1-03.png	getnajmul.com/theme/cryptonio/images/icons/benefits1-03.png	(from http://getnajmul.com/theme/cryptonio/index-02.html)
22:07:55	9841/9841	------	200	untouched ('')	image/png	etag:%225c1b3eeb-2671%22	http://getnajmul.com/theme/cryptonio/images/icons/benefits1-04.png	getnajmul.com/theme/cryptonio/images/icons/benefits1-04.png	(from http://getnajmul.com/theme/cryptonio/index-02.html)
22:07:55	35835/35835	------	200	untouched ('')	image/png	etag:%225c1b3eb5-8bfb%22	http://getnajmul.com/theme/cryptonio/images/benefits-01.png	getnajmul.com/theme/cryptonio/images/benefits-01.png	(from http://getnajmul.com/theme/cryptonio/index-02.html)
22:07:55	3188/3188	------	200	untouched ('')	image/png	etag:%225c1b3f50-c74%22	http://getnajmul.com/theme/cryptonio/images/shape/home_6/token_1.png	getnajmul.com/theme/cryptonio/images/shape/home_6/token_1.png	(from http://getnajmul.com/theme/cryptonio/index-02.html)
22:07:55	2075/2075	------	200	untouched ('')	image/png	etag:%225c1b3f50-81b%22	http://getnajmul.com/theme/cryptonio/images/shape/home_6/token_2.png	getnajmul.com/theme/cryptonio/images/shape/home_6/token_2.png	(from http://getnajmul.com/theme/cryptonio/index-02.html)
22:07:55	2768/2768	------	200	untouched ('')	image/png	etag:%225c1b3f51-ad0%22	http://getnajmul.com/theme/cryptonio/images/shape/home_6/token_3.png	getnajmul.com/theme/cryptonio/images/shape/home_6/token_3.png	(from http://getnajmul.com/theme/cryptonio/index-02.html)
22:07:55	2832/2832	------	200	untouched ('')	image/png	etag:%225c1b3f52-b10%22	http://getnajmul.com/theme/cryptonio/images/shape/home_6/token_4.png	getnajmul.com/theme/cryptonio/images/shape/home_6/token_4.png	(from http://getnajmul.com/theme/cryptonio/index-02.html)
22:07:55	5625/5625	------	200	untouched ('')	image/png	etag:%225c1b3f52-15f9%22	http://getnajmul.com/theme/cryptonio/images/shape/home_6/token_5.png	getnajmul.com/theme/cryptonio/images/shape/home_6/token_5.png	(from http://getnajmul.com/theme/cryptonio/index-02.html)
22:07:55	40544/40544	------	200	untouched ('')	image/png	etag:%225c1b3f4b-9e60%22	http://getnajmul.com/theme/cryptonio/images/shape/home_6/road_map_2.png	getnajmul.com/theme/cryptonio/images/shape/home_6/road_map_2.png	(from http://getnajmul.com/theme/cryptonio/index-02.html)
22:07:55	19008/19008	------	200	untouched ('')	image/png	etag:%225c1b3f4c-4a40%22	http://getnajmul.com/theme/cryptonio/images/shape/home_6/road_map_3.png	getnajmul.com/theme/cryptonio/images/shape/home_6/road_map_3.png	(from http://getnajmul.com/theme/cryptonio/index-02.html)
22:07:55	3284/3284	------	200	untouched ('')	image/png	etag:%225c1b3f08-cd4%22	http://getnajmul.com/theme/cryptonio/images/logos/partner6-1.png	getnajmul.com/theme/cryptonio/images/logos/partner6-1.png	(from http://getnajmul.com/theme/cryptonio/index-02.html)
22:07:55	3104/3104	------	200	untouched ('')	image/png	etag:%225c1b3f08-c20%22	http://getnajmul.com/theme/cryptonio/images/logos/partner6-2.png	getnajmul.com/theme/cryptonio/images/logos/partner6-2.png	(from http://getnajmul.com/theme/cryptonio/index-02.html)
22:07:55	4908/4908	------	200	untouched ('')	image/png	etag:%225c1b3f09-132c%22	http://getnajmul.com/theme/cryptonio/images/logos/partner6-3.png	getnajmul.com/theme/cryptonio/images/logos/partner6-3.png	(from http://getnajmul.com/theme/cryptonio/index-02.html)
22:07:55	4767/4767	------	200	untouched ('')	image/png	etag:%225c1b3f09-129f%22	http://getnajmul.com/theme/cryptonio/images/logos/partner6-4.png	getnajmul.com/theme/cryptonio/images/logos/partner6-4.png	(from http://getnajmul.com/theme/cryptonio/index-02.html)
22:07:55	4112/4112	------	200	untouched ('')	image/png	etag:%225c1b3f0a-1010%22	http://getnajmul.com/theme/cryptonio/images/logos/partner6-5.png	getnajmul.com/theme/cryptonio/images/logos/partner6-5.png	(from http://getnajmul.com/theme/cryptonio/index-02.html)
22:07:55	3880/3880	------	200	untouched ('')	image/png	etag:%225c1b3f0b-f28%22	http://getnajmul.com/theme/cryptonio/images/logos/partner6-6.png	getnajmul.com/theme/cryptonio/images/logos/partner6-6.png	(from http://getnajmul.com/theme/cryptonio/index-02.html)
22:07:55	4985/4985	------	200	untouched ('')	image/png	etag:%225c1b3f0c-1379%22	http://getnajmul.com/theme/cryptonio/images/logos/partner6-7.png	getnajmul.com/theme/cryptonio/images/logos/partner6-7.png	(from http://getnajmul.com/theme/cryptonio/index-02.html)
22:07:55	2590/2590	------	200	untouched ('')	image/png	etag:%225c1b3f0d-a1e%22	http://getnajmul.com/theme/cryptonio/images/logos/partner6-8.png	getnajmul.com/theme/cryptonio/images/logos/partner6-8.png	(from http://getnajmul.com/theme/cryptonio/index-02.html)
22:07:55	52730/52730	------	200	untouched ('')	image/jpeg	etag:%225c1b3f32-cdfa%22	http://getnajmul.com/theme/cryptonio/images/team/team-01.jpg	getnajmul.com/theme/cryptonio/images/team/team-01.jpg	(from http://getnajmul.com/theme/cryptonio/index-02.html)
22:07:58	19197/19197	---M--	200	added ('OK')	application/javascript	etag:%225c1b3f64-4afd%22	http://getnajmul.com/theme/cryptonio/js/assets/popper.min.js	getnajmul.com/theme/cryptonio/js/assets/popper.min.js	(from http://getnajmul.com/theme/cryptonio/index-02.html)
22:08:01	42308/42308	UR-M--	200	updated ('Partial%20Content')	image/jpeg	etag:%225c1b3f33-a544%22	http://getnajmul.com/theme/cryptonio/images/team/team-02.jpg	getnajmul.com/theme/cryptonio/images/team/team-02.jpg	(from http://getnajmul.com/theme/cryptonio/index-02.html)
22:08:02	9986/9986	---M--	200	added ('OK')	application/javascript	etag:%225c1b3f61-2702%22	http://getnajmul.com/theme/cryptonio/js/assets/jquery.sticky.js	getnajmul.com/theme/cryptonio/js/assets/jquery.sticky.js	(from http://getnajmul.com/theme/cryptonio/index-02.html)
22:08:04	86659/86659	---M--	200	added ('OK')	application/javascript	etag:%225c1b3f5e-15283%22	http://getnajmul.com/theme/cryptonio/js/assets/jquery-3.2.1.min.js	getnajmul.com/theme/cryptonio/js/assets/jquery-3.2.1.min.js	(from http://getnajmul.com/theme/cryptonio/index-02.html)
22:08:05	51040/51040	---M--	200	added ('OK')	application/javascript	etag:%225c1b3f5c-c760%22	http://getnajmul.com/theme/cryptonio/js/assets/bootstrap.min.js	getnajmul.com/theme/cryptonio/js/assets/bootstrap.min.js	(from http://getnajmul.com/theme/cryptonio/index-02.html)
22:08:08	35313/35313	---M--	200	added ('OK')	application/javascript	etag:%225c1b3f5d-89f1%22	http://getnajmul.com/theme/cryptonio/js/assets/isotope.pkgd.min.js	getnajmul.com/theme/cryptonio/js/assets/isotope.pkgd.min.js	(from http://getnajmul.com/theme/cryptonio/index-02.html)
22:08:09	20216/20216	---M--	200	added ('OK')	application/javascript	etag:%225c1b3f60-4ef8%22	http://getnajmul.com/theme/cryptonio/js/assets/jquery.magnific-popup.min.js	getnajmul.com/theme/cryptonio/js/assets/jquery.magnific-popup.min.js	(from http://getnajmul.com/theme/cryptonio/index-02.html)
22:08:11	66670/66670	UR-M--	200	updated ('Partial%20Content')	image/jpeg	etag:%225c1b3f33-1046e%22	http://getnajmul.com/theme/cryptonio/images/team/team-03.jpg	getnajmul.com/theme/cryptonio/images/team/team-03.jpg	(from http://getnajmul.com/theme/cryptonio/index-02.html)
22:08:12	13710/13710	UR-M--	200	updated ('Partial%20Content')	image/png	etag:%225c1b3eb7-358e%22	http://getnajmul.com/theme/cryptonio/images/fap-01.png	getnajmul.com/theme/cryptonio/images/fap-01.png	(from http://getnajmul.com/theme/cryptonio/index-02.html)
22:08:14	23890/23890	---M--	200	added ('OK')	application/javascript	etag:%225c1b3f63-5d52%22	http://getnajmul.com/theme/cryptonio/js/assets/owl.carousel.min.js	getnajmul.com/theme/cryptonio/js/assets/owl.carousel.min.js	(from http://getnajmul.com/theme/cryptonio/index-02.html)
22:08:15	3047/3047	---M--	200	added ('OK')	application/javascript	etag:%225c1b3f5f-be7%22	http://getnajmul.com/theme/cryptonio/js/assets/jquery.countdown.js	getnajmul.com/theme/cryptonio/js/assets/jquery.countdown.js	(from http://getnajmul.com/theme/cryptonio/index-02.html)
22:08:15	18174/18174	---M--	200	added ('OK')	application/javascript	etag:%225c1b3f64-46fe%22	http://getnajmul.com/theme/cryptonio/js/assets/smooth-scroll.js	getnajmul.com/theme/cryptonio/js/assets/smooth-scroll.js	(from http://getnajmul.com/theme/cryptonio/index-02.html)
22:08:17	2995/2995	---M--	200	added ('OK')	application/javascript	etag:%225c1b3f5a-bb3%22	http://getnajmul.com/theme/cryptonio/js/custom.js	getnajmul.com/theme/cryptonio/js/custom.js	(from http://getnajmul.com/theme/cryptonio/index-02.html)
22:08:17	66660/66660	UR-M--	200	updated ('Partial%20Content')	image/jpeg	etag:%225c1b3f34-10464%22	http://getnajmul.com/theme/cryptonio/images/team/team-04.jpg	getnajmul.com/theme/cryptonio/images/team/team-04.jpg	(from http://getnajmul.com/theme/cryptonio/index-02.html)
22:08:17	8183/8183	---M--	200	added ('OK')	application/javascript	etag:%225c1b3f65-1ff7%22	http://getnajmul.com/theme/cryptonio/js/assets/wow.min.js	getnajmul.com/theme/cryptonio/js/assets/wow.min.js	(from http://getnajmul.com/theme/cryptonio/index-02.html)
22:08:33	61336/61336	---M--	200	added ('OK')	application/octet-stream	etag:%225c1b3e8b-ef98%22	http://getnajmul.com/theme/cryptonio/fonts/fa-brands-400.woff2	getnajmul.com/theme/cryptonio/fonts/fa-brands-400.woff2	(from http://getnajmul.com/theme/cryptonio/css/assets/font-awesome.min.css)
22:08:34	111620/111620	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%225c1b3e86-1b404%22	http://getnajmul.com/theme/cryptonio/fonts/fa-brands-400.eot	getnajmul.com/theme/cryptonio/fonts/fa-brands-400.eot	(from http://getnajmul.com/theme/cryptonio/css/assets/font-awesome.min.css)
22:08:35	71560/71560	---M--	200	added ('OK')	application/font-woff	etag:%225c1b3e89-11788%22	http://getnajmul.com/theme/cryptonio/fonts/fa-brands-400.woff	getnajmul.com/theme/cryptonio/fonts/fa-brands-400.woff	(from http://getnajmul.com/theme/cryptonio/css/assets/font-awesome.min.css)
22:08:39	599658/599658	---M--	200	added ('OK')	image/svg+xml	etag:%225c1b3e8f-9266a%22	http://getnajmul.com/theme/cryptonio/fonts/fa-brands-400.svg	getnajmul.com/theme/cryptonio/fonts/fa-brands-400.svg	(from http://getnajmul.com/theme/cryptonio/css/assets/font-awesome.min.css)
22:08:41	111620/111620	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%225c1b3e86-1b404%22	http://getnajmul.com/theme/cryptonio/fonts/fa-brands-400.eot?	getnajmul.com/theme/cryptonio/fonts/fa-brands-400d41d.eot	(from http://getnajmul.com/theme/cryptonio/css/assets/font-awesome.min.css)
22:08:46	12188/12188	---M--	200	added ('OK')	application/octet-stream	etag:%225c1b3e90-2f9c%22	http://getnajmul.com/theme/cryptonio/fonts/fa-regular-400.woff2	getnajmul.com/theme/cryptonio/fonts/fa-regular-400.woff2	(from http://getnajmul.com/theme/cryptonio/css/assets/font-awesome.min.css)
22:08:46	31272/31272	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%225c1b3e8c-7a28%22	http://getnajmul.com/theme/cryptonio/fonts/fa-regular-400.eot	getnajmul.com/theme/cryptonio/fonts/fa-regular-400.eot	(from http://getnajmul.com/theme/cryptonio/css/assets/font-awesome.min.css)
22:08:47	31272/31272	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%225c1b3e8c-7a28%22	http://getnajmul.com/theme/cryptonio/fonts/fa-regular-400.eot?	getnajmul.com/theme/cryptonio/fonts/fa-regular-400d41d.eot	(from http://getnajmul.com/theme/cryptonio/css/assets/font-awesome.min.css)
22:08:51	14724/14724	---M--	200	added ('OK')	application/font-woff	etag:%225c1b3e90-3984%22	http://getnajmul.com/theme/cryptonio/fonts/fa-regular-400.woff	getnajmul.com/theme/cryptonio/fonts/fa-regular-400.woff	(from http://getnajmul.com/theme/cryptonio/css/assets/font-awesome.min.css)
22:08:51	104530/104530	---M--	200	added ('OK')	image/svg+xml	etag:%225c1b3e8d-19852%22	http://getnajmul.com/theme/cryptonio/fonts/fa-regular-400.svg	getnajmul.com/theme/cryptonio/fonts/fa-regular-400.svg	(from http://getnajmul.com/theme/cryptonio/css/assets/font-awesome.min.css)
22:08:55	31044/31044	---M--	200	added ('OK')	application/octet-stream	etag:%225c1b3e8f-7944%22	http://getnajmul.com/theme/cryptonio/fonts/fa-regular-400.ttf	getnajmul.com/theme/cryptonio/fonts/fa-regular-400.ttf	(from http://getnajmul.com/theme/cryptonio/css/assets/font-awesome.min.css)
22:08:59	111384/111384	---M--	200	added ('OK')	application/octet-stream	etag:%225c1b3e88-1b318%22	http://getnajmul.com/theme/cryptonio/fonts/fa-brands-400.ttf	getnajmul.com/theme/cryptonio/fonts/fa-brands-400.ttf	(from http://getnajmul.com/theme/cryptonio/css/assets/font-awesome.min.css)
22:09:06	50372/50372	---M--	200	added ('OK')	application/octet-stream	etag:%225c1b3e96-c4c4%22	http://getnajmul.com/theme/cryptonio/fonts/fa-solid-900.woff2	getnajmul.com/theme/cryptonio/fonts/fa-solid-900.woff2	(from http://getnajmul.com/theme/cryptonio/css/assets/font-awesome.min.css)
22:09:11	63836/63836	---M--	200	added ('OK')	application/font-woff	etag:%225c1b3e95-f95c%22	http://getnajmul.com/theme/cryptonio/fonts/fa-solid-900.woff	getnajmul.com/theme/cryptonio/fonts/fa-solid-900.woff	(from http://getnajmul.com/theme/cryptonio/css/assets/font-awesome.min.css)
22:09:21	488219/488219	---M--	200	added ('OK')	image/svg+xml	etag:%225c1b3e95-7731b%22	http://getnajmul.com/theme/cryptonio/fonts/fa-solid-900.svg	getnajmul.com/theme/cryptonio/fonts/fa-solid-900.svg	(from http://getnajmul.com/theme/cryptonio/css/assets/font-awesome.min.css)
22:09:21	133140/133140	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%225c1b3e92-20814%22	http://getnajmul.com/theme/cryptonio/fonts/fa-solid-900.eot	getnajmul.com/theme/cryptonio/fonts/fa-solid-900.eot	(from http://getnajmul.com/theme/cryptonio/css/assets/font-awesome.min.css)
22:09:23	133140/133140	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%225c1b3e92-20814%22	http://getnajmul.com/theme/cryptonio/fonts/fa-solid-900.eot?	getnajmul.com/theme/cryptonio/fonts/fa-solid-900d41d.eot	(from http://getnajmul.com/theme/cryptonio/css/assets/font-awesome.min.css)
22:09:25	5150/5150	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%225c1b3ea6-141e%22	http://getnajmul.com/theme/cryptonio/fonts/flaticon/Flaticon.eot	getnajmul.com/theme/cryptonio/fonts/flaticon/Flaticon.eot	(from http://getnajmul.com/theme/cryptonio/fonts/flaticon/flaticon.css)
22:09:27	5150/5150	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%225c1b3ea6-141e%22	http://getnajmul.com/theme/cryptonio/fonts/flaticon/Flaticon.eot?	getnajmul.com/theme/cryptonio/fonts/flaticon/Flaticond41d.eot	(from http://getnajmul.com/theme/cryptonio/fonts/flaticon/flaticon.css)
22:09:29	3384/3384	---M--	200	added ('OK')	application/font-woff	etag:%225c1b3ea8-d38%22	http://getnajmul.com/theme/cryptonio/fonts/flaticon/Flaticon.woff	getnajmul.com/theme/cryptonio/fonts/flaticon/Flaticon.woff	(from http://getnajmul.com/theme/cryptonio/fonts/flaticon/flaticon.css)
22:09:31	4972/4972	---M--	200	added ('OK')	application/octet-stream	etag:%225c1b3ea8-136c%22	http://getnajmul.com/theme/cryptonio/fonts/flaticon/Flaticon.ttf	getnajmul.com/theme/cryptonio/fonts/flaticon/Flaticon.ttf	(from http://getnajmul.com/theme/cryptonio/fonts/flaticon/flaticon.css)
22:09:31	132920/132920	---M--	200	added ('OK')	application/octet-stream	etag:%225c1b3e94-20738%22	http://getnajmul.com/theme/cryptonio/fonts/fa-solid-900.ttf	getnajmul.com/theme/cryptonio/fonts/fa-solid-900.ttf	(from http://getnajmul.com/theme/cryptonio/css/assets/font-awesome.min.css)
22:09:31	32220/32220	---M--	200	added ('OK')	image/svg+xml	etag:%225c1b3ea7-7ddc%22	http://getnajmul.com/theme/cryptonio/fonts/flaticon/Flaticon.svg	getnajmul.com/theme/cryptonio/fonts/flaticon/Flaticon.svg	(from http://getnajmul.com/theme/cryptonio/fonts/flaticon/flaticon.css)
22:09:33	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2023%20Feb%202021%2021:09:31%20GMT	http://getnajmul.com/theme/cryptonio/css/assets/grabbing.png	getnajmul.com/theme/cryptonio/css/assets/grabbing.png	(from http://getnajmul.com/theme/cryptonio/css/assets/owl.carousel.css)
22:09:33	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2023%20Feb%202021%2021:09:33%20GMT	http://getnajmul.com/theme/cryptonio/css/assets/AjaxLoader.gif	getnajmul.com/theme/cryptonio/css/assets/AjaxLoader.gif	(from http://getnajmul.com/theme/cryptonio/css/assets/owl.theme.css)
22:09:34	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2023%20Feb%202021%2021:09:34%20GMT	http://getnajmul.com/theme/cryptonio/images/preloader.gif	getnajmul.com/theme/cryptonio/images/preloader.gif	(from http://getnajmul.com/theme/cryptonio/css/style.css)
22:09:35	13291/13291	---M--	200	added ('OK')	image/jpeg	etag:%225c1b3ecd-33eb%22	http://getnajmul.com/theme/cryptonio/images/bg-img/banner-03.jpg	getnajmul.com/theme/cryptonio/images/bg-img/banner-03.jpg	(from http://getnajmul.com/theme/cryptonio/css/style.css)
22:09:37	13495/13495	---M--	200	added ('OK')	image/jpeg	etag:%225c1b3ece-34b7%22	http://getnajmul.com/theme/cryptonio/images/bg-img/banner.jpg	getnajmul.com/theme/cryptonio/images/bg-img/banner.jpg	(from http://getnajmul.com/theme/cryptonio/css/style.css)
22:09:41	1146/1146	---M--	200	added ('OK')	image/png	etag:%225c1b3f21-47a%22	http://getnajmul.com/theme/cryptonio/images/shape/companis_logo.png	getnajmul.com/theme/cryptonio/images/shape/companis_logo.png	(from http://getnajmul.com/theme/cryptonio/css/style.css)
22:09:52	45052/45052	---M--	200	added ('OK')	image/png	etag:%225c1b3ece-affc%22	http://getnajmul.com/theme/cryptonio/images/bg-img/banner-02.png	getnajmul.com/theme/cryptonio/images/bg-img/banner-02.png	(from http://getnajmul.com/theme/cryptonio/css/style.css)
22:10:01	39294/39294	---M--	200	added ('OK')	image/png	etag:%225c1b3ec2-997e%22	http://getnajmul.com/theme/cryptonio/images/priceing-chats-bg-shpe.png	getnajmul.com/theme/cryptonio/images/priceing-chats-bg-shpe.png	(from http://getnajmul.com/theme/cryptonio/css/style.css)
22:10:05	4043/4043	---M--	200	added ('OK')	image/png	etag:%225c1b3f23-fcb%22	http://getnajmul.com/theme/cryptonio/images/shape/news-shape-01.png	getnajmul.com/theme/cryptonio/images/shape/news-shape-01.png	(from http://getnajmul.com/theme/cryptonio/css/style.css)
22:10:07	2554/2554	---M--	200	added ('OK')	image/png	etag:%225c1b3f23-9fa%22	http://getnajmul.com/theme/cryptonio/images/shape/news-shape-02.png	getnajmul.com/theme/cryptonio/images/shape/news-shape-02.png	(from http://getnajmul.com/theme/cryptonio/css/style.css)
22:10:10	172888/172888	---M--	200	added ('OK')	image/png	etag:%225c1b3f26-2a358%22	http://getnajmul.com/theme/cryptonio/images/shape/roadmap-1.png	getnajmul.com/theme/cryptonio/images/shape/roadmap-1.png	(from http://getnajmul.com/theme/cryptonio/css/style.css)
22:10:10	7518/7518	---M--	200	added ('OK')	image/jpeg	etag:%225c1b3ecf-1d5e%22	http://getnajmul.com/theme/cryptonio/images/bg-img/footer-02.jpg	getnajmul.com/theme/cryptonio/images/bg-img/footer-02.jpg	(from http://getnajmul.com/theme/cryptonio/css/style.css)
22:10:13	1529/1529	---M--	200	added ('OK')	image/png	etag:%225c1b3f25-5f9%22	http://getnajmul.com/theme/cryptonio/images/shape/redius-top-5.png	getnajmul.com/theme/cryptonio/images/shape/redius-top-5.png	(from http://getnajmul.com/theme/cryptonio/css/style.css)
22:10:15	1547/1547	---M--	200	added ('OK')	image/png	etag:%225c1b3f25-60b%22	http://getnajmul.com/theme/cryptonio/images/shape/redius-btm-5.png	getnajmul.com/theme/cryptonio/images/shape/redius-btm-5.png	(from http://getnajmul.com/theme/cryptonio/css/style.css)
22:10:18	8752/8752	---M--	200	added ('OK')	image/png	etag:%225c1b3ed0-2230%22	http://getnajmul.com/theme/cryptonio/images/bg-img/roadmap-05.png	getnajmul.com/theme/cryptonio/images/bg-img/roadmap-05.png	(from http://getnajmul.com/theme/cryptonio/css/style.css)
22:10:19	176/176	---M--	200	added ('OK')	image/png	etag:%225c1b3f48-b0%22	http://getnajmul.com/theme/cryptonio/images/shape/home_6/pricing-1.png	getnajmul.com/theme/cryptonio/images/shape/home_6/pricing-1.png	(from http://getnajmul.com/theme/cryptonio/css/style.css)
22:10:21	256/256	---M--	200	added ('OK')	image/png	etag:%225c1b3f49-100%22	http://getnajmul.com/theme/cryptonio/images/shape/home_6/pricing-2.png	getnajmul.com/theme/cryptonio/images/shape/home_6/pricing-2.png	(from http://getnajmul.com/theme/cryptonio/css/style.css)
22:10:23	61420/61420	---M--	200	added ('OK')	image/png	etag:%225c1b3eb4-efec%22	http://getnajmul.com/theme/cryptonio/images/banner-04.png	getnajmul.com/theme/cryptonio/images/banner-04.png	(from http://getnajmul.com/theme/cryptonio/css/style.css)
